Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-16,4212,Nazia Nadeem,SPMS,Female,0.37,10
G-17,4215,Aaron Lee,LKCMedicine,Female,4.94,1
G-17,3434,Siti Amani,MAE,Female,2.35,1
G-17,3792,Huifen,SSS,Male,4.86,1
G-17,5875,Maya Johnson,SoH,Male,2.76,1
G-17,520,Jia Ming,SBS,Male,2.34,1
G-17,1652,Angela Zhang,LKCMedicine,Female,4.89,2
G-17,5204,Diyana Binti Kamar,ASE,Female,2.34,2
G-17,3097,Kenta Takahashi,CEE,Male,4.8,2
G-17,4910,Gwen Lee,CEE,Male,2.71,2
G-17,1812,Zain Ali,CCEB,Male,2.09,2
G-17,2037,Peiyu,SSS,Female,4.82,3
G-17,5607,Ritika Ali,MAE,Female,2.28,3
G-17,166,Nash Reddy,CCEB,Male,4.68,3
G-17,4505,Sadia Bukhari,LKCMedicine,Male,2.69,3
G-17,5325,Mohammed Ali,CEE,Male,2.05,3
G-17,3521,Kenny Lim,CoE,Female,4.78,4
G-17,4231,Geeta Kaur,MSE,Female,2.03,4
G-17,2914,Anya Mohd,CoB (NBS),Male,4.67,4
G-17,411,Aleksei Koval,SBS,Male,2.67,4
G-17,5707,Jin Ho,MAE,Male,2.02,4
G-17,5523,Violet Zhou,SoH,Female,4.67,5
G-17,3818,Harrison Mendoza,SoH,Female,0.15,5
G-17,2810,Janet Wong,MAE,Male,4.61,5
G-17,2101,James Tan,CoB (NBS),Male,2.58,5
G-17,4292,Manish Joshi,MAE,Male,1.96,5
G-17,5495,Meher Awan,SSS,Female,2.84,6
G-17,3316,Uriah Ramos,SBS,Female,0.13,6
G-17,2138,Zulaikha Binti Mohd,CCDS,Male,4.56,6
G-17,3303,Xiao Yu,MAE,Male,2.49,6
G-17,3243,Tina Lim,MAE,Male,0.49,6
G-17,4886,Edison Raka,MSE,Female,2.72,7
G-17,3780,Yuna Tan,SBS,Female,0.12,7
G-17,1914,George Wilson,CoB (NBS),Male,2.98,7
G-17,5815,Toshiro Takashima,MSE,Male,2.48,7
G-17,5609,Minh Dao,SSS,Male,0.3,7
G-17,2887,Rohan Kumar,EEE,Female,2.55,8
G-17,638,Rui Jin Tan,MAE,Female,0.09,8
G-17,5557,Sana Johar,MAE,Male,2.94,8
G-17,1851,Nicolette Cruz,SPMS,Male,2.39,8
G-17,949,Evan Thomas,CoB (NBS),Male,0.18,8
G-17,2321,Anil Mehta,MAE,Female,2.46,9
G-17,1872,Maya Binti Azman,MAE,Female,0.04,9
G-17,4801,Sofia Lee,LKCMedicine,Male,2.89,9
G-17,1903,Joshua Thomas,MSE,Male,2.38,9
G-17,993,Reza Khan,CoB (NBS),Male,0.12,9
G-17,1781,Wawan Kurniawan,SoH,Female,2.37,10
G-17,1982,Wang Feng,CEE,Male,2.78,10
G-17,4930,Zara Mitchell,SBS,Male,2.35,10
G-17,4585,Scarlett Tan,SBS,Male,0.04,10
G-17,322,Vinay Nair,MAE,Male,0.04,10
G-18,1983,Layla Harris,CEE,Female,4.76,1
G-18,589,Sophia Thomas,WKW SCI,Female,2.39,1
G-18,5826,Sana Reddy,SPMS,Male,4.94,1
G-18,205,Pandu Setiawan,CoB (NBS),Male,2.71,1
G-18,5919,Shan Binti,CoB (NBS),Male,2.06,1
G-18,851,Min Li,CoB (NBS),Female,4.55,2
G-18,5505,Tessa Lee,CCDS,Female,2.22,2
G-18,3255,Tyler Garcia,ASE,Male,4.79,2
G-18,2066,Jackson Clark,WKW SCI,Male,2.7,2
G-18,4647,Ayushi Gupta,ASE,Male,2.02,2
G-18,1507,Adrian Lim,EEE,Female,4.54,3
G-18,1277,Zara Lim,MAE,Female,2.05,3
G-18,5751,Kinsley Tsai,CEE,Male,4.77,3
G-18,4003,Megan Lim,CEE,Male,2.6,3
G-18,2214,Chloe Chen,MAE,Male,1.94,3
G-18,4155,Mohan Rao,EEE,Female,4.52,4
G-18,4751,Shuang,CCDS,Female,2.02,4
G-18,4244,Shreya Das,SBS,Male,4.72,4
G-18,3253,Yasmin Lee,EEE,Male,2.58,4
G-18,5185,Fang Mei,EEE,Male,0.07,4
G-18,5297,Shahida Khan,SoH,Female,2.81,5
G-18,1301,Mira Binti Yusof,SSS,Female,2.0,5
G-18,4259,Liu Wei,EEE,Male,3.04,5
G-18,1269,Luca Wong,SBS,Male,2.57,5
G-18,5268,Amina Tariq,EEE,Male,1.93,5
G-18,262,Bilal Ahmed,MAE,Female,2.79,6
G-18,1227,Samantha Tan,SBS,Female,1.96,6
G-18,2266,Harlan Perdana,SPMS,Male,2.99,6
G-18,37,Citra Amara,MAE,Male,2.44,6
G-18,2736,Rita Sharma,EEE,Male,1.92,6
G-18,5356,Arjun Rao,CoE,Female,2.78,7
G-18,1132,Jawad Khan,CEE,Female,0.49,7
G-18,4537,Fang Ling,SBS,Male,2.97,7
G-18,79,Suhana Rao,SBS,Male,2.4,7
G-18,3288,Jonathan Sun,EEE,Male,1.91,7
G-18,4549,Isabella Lee,ADM,Female,2.68,8
G-18,4383,Derek White,EEE,Female,0.47,8
G-18,5566,Paxton Ross,SoH,Male,2.93,8
G-18,3056,Brayden Hall,CCEB,Male,2.24,8
G-18,4143,Lila Tan,SSS,Male,0.35,8
G-18,3847,Dylan Parker,CCEB,Female,2.66,9
G-18,4422,Uday Singh,EEE,Female,0.4,9
G-18,3260,Yuying Wang,MAE,Male,2.79,9
G-18,1775,Kelly Tsang,EEE,Male,2.13,9
G-18,4264,Hao Liang Lim,SBS,Male,0.34,9
G-18,2076,Ella Villanueva,EEE,Female,2.4,10
G-18,3688,Lucas Wright,ASE,Male,2.78,10
G-18,4921,Athena Zhao,EEE,Male,2.12,10
G-18,877,Xiu Zhang,CCDS,Male,0.29,10
G-18,907,Maya Rani,ASE,Male,0.13,10
G-19,4229,Samuel Lee,EEE,Female,4.94,1
G-19,2504,Shanaya Tan,CEE,Female,2.35,1
G-19,3993,Lucas Green,CEE,Male,5.0,1
G-19,2490,Chunxiu,SBS,Male,0.1,1
G-19,1761,Ava Wilson,CCDS,Male,0.07,1
G-19,5946,Ping Zhang,EEE,Female,4.91,2
G-19,5773,Imran Waseem,SBS,Female,2.22,2
G-19,5163,Gabriel Scott,CEE,Male,4.82,2
G-19,5064,Jaxon White,CEE,Male,2.95,2
G-19,1200,Vanya Nair,LKCMedicine,Male,2.81,2
G-19,1874,An Nguyen,LKCMedicine,Female,4.69,3
G-19,1895,Rohan Shah,CoB (NBS),Female,2.16,3
G-19,1520,Rohan Gupta,MSE,Male,4.81,3
G-19,880,Lance Alvarado,CEE,Male,2.79,3
G-19,4504,Nina Desai,CEE,Male,2.29,3
G-19,4684,Alyssa Ramirez,SoH,Female,4.6,4
G-19,4669,Nguyen Thi Lan,SSS,Female,1.97,4
G-19,4341,Amite Agarwal,CCEB,Male,4.72,4
G-19,3375,Emily White,CCEB,Male,2.7,4
G-19,5635,Sneha Joshi,NIE,Male,2.2,4
G-19,2386,Arvind Reddy,LKCMedicine,Female,3.08,5
G-19,49,Whitney Alvarado,MSE,Female,1.93,5
G-19,4511,Mi-Sook Kim,MAE,Male,4.67,5
G-19,4786,Priti Mehta,EEE,Male,2.66,5
G-19,1229,Chen Bo,ADM,Male,2.19,5
G-19,1632,Matthew Lee,EEE,Female,2.79,6
G-19,510,Owais Khan,SSS,Female,1.91,6
G-19,320,Nikhil Reddy,ADM,Male,4.55,6
G-19,5769,Tristan Castillo,NIE,Male,2.64,6
G-19,1829,Zachary Li,CEE,Male,2.15,6
G-19,5255,Chen Yu,SoH,Female,2.72,7
G-19,3889,Sasha Tan,SoH,Female,0.33,7
G-19,671,Miyuki Watanabe,MSE,Male,3.07,7
G-19,3510,Gavin Zhao,SSS,Male,2.05,7
G-19,3632,Nina Hu,CoE,Male,1.94,7
G-19,4380,Qianwen,SPMS,Female,2.52,8
G-19,3314,Jessica Martinez,CCDS,Female,0.24,8
G-19,4156,Olivia Fernandez,CEE,Male,3.03,8
G-19,5668,Aarav Reddy,SoH,Male,2.61,8
G-19,2812,Arunachalam Devi,SPMS,Male,2.44,8
G-19,3177,Zhou Rui,SBS,Female,2.45,9
G-19,1169,Sushmita Roy,ASE,Female,0.01,9
G-19,3574,Violeta Ong,CEE,Male,3.01,9
G-19,1686,Kendrick Scott,SBS,Male,2.43,9
G-19,506,Matthew Clark,CEE,Male,1.9,9
G-19,465,Ananya Kaul,CCDS,Female,2.36,10
G-19,5227,Qi Zhang,SoH,Male,2.99,10
G-19,3430,Mason Wilson,CEE,Male,2.42,10
G-19,966,Christopher Morris,SoH,Male,0.41,10
G-19,3120,Ella Mitchell,CEE,Male,0.13,10
G-2,229,Lana Turner,CCDS,Male,4.88,1
G-2,2547,Lila Zhao,CoB (NBS),Male,2.17,1
G-2,5996,Fatima Yusof,CCDS,Female,4.94,1
G-2,5073,Quinn Lee,SBS,Female,2.88,1
G-2,1428,Selena Tan,EEE,Female,2.22,1
G-2,4006,Ali Abubakar,CoB (NBS),Male,4.8,2
G-2,4558,Shirley Tan,WKW SCI,Male,2.05,2
G-2,4392,Nathaniel Adams,EEE,Female,4.85,2
G-2,4624,Tina Tan,CCDS,Female,2.88,2
G-2,5103,Ki-Hoon Kim,CCDS,Female,2.02,2
G-2,3527,Eli Walker,CCEB,Male,3.0,3
G-2,1455,Sophia Koh,SBS,Male,2.04,3
G-2,2052,Layla Collins,SBS,Female,4.84,3
G-2,1765,Aadhya Sharma,WKW SCI,Female,2.85,3
G-2,4453,Jesse Bennett,CCDS,Female,0.5,3
G-2,1877,Zhengrong,CEE,Male,2.87,4
G-2,4851,Fatima Rani,MSE,Male,1.96,4
G-2,1814,Mingjing,MAE,Female,4.67,4
G-2,5802,Addison Chen,SBS,Female,2.74,4
G-2,3026,David Ho,CCDS,Female,0.45,4
G-2,3523,Haroon Ali,CCEB,Male,2.66,5
G-2,3212,Priya Gupta,SPMS,Male,1.9,5
G-2,4759,Xiu Li,ASE,Female,4.65,5
G-2,1130,Yuri Chekhov,CCDS,Female,2.73,5
G-2,248,Winston Villanueva,EEE,Female,0.4,5
G-2,5371,Lina Binti Ali,MAE,Male,2.66,6
G-2,3501,Derek Adams,MAE,Male,0.46,6
G-2,5750,Chunhua,CEE,Female,4.64,6
G-2,321,Anya Chua,CEE,Female,2.68,6
G-2,1726,Lara Li,EEE,Female,0.35,6
G-2,4123,Nguyen Thi Phuong,CCDS,Male,2.66,7
G-2,4738,Hanafi Bin Mohd,SPMS,Male,0.23,7
G-2,460,Brianna Johnson,CCDS,Female,4.56,7
G-2,2473,Jasper Lim,WKW SCI,Female,2.68,7
G-2,5226,Patricia Wong,EEE,Female,0.35,7
G-2,3611,Sofia Chandra,CCDS,Male,2.52,8
G-2,1965,Stella Bryant,CCDS,Male,0.12,8
G-2,3533,Izzat Bin Ibrahim,CCEB,Female,3.0,8
G-2,586,Isaiah Turner,SSS,Female,2.59,8
G-2,2712,Mei Zhao,CoB (NBS),Female,0.31,8
G-2,3926,Gisela Tan,EEE,Male,2.28,9
G-2,3636,Nadia Iqbal,SoH,Female,2.95,9
G-2,3882,Yoshiko Mori,MSE,Female,2.45,9
G-2,764,Ahmad Ramlie,CCDS,Female,0.27,9
G-2,5994,Zain Qureshi,CoB (NBS),Female,0.15,9
G-2,3615,Shalini Pillai,CCDS,Male,2.2,10
G-2,3568,Tanya Sharma,WKW SCI,Female,2.89,10
G-2,5080,Mira Lin,ASE,Female,2.43,10
G-2,2611,Yang Zhang,CEE,Female,0.24,10
G-2,2788,Carter Moore,WKW SCI,Female,0.11,10
G-20,2658,Xiang Hong,ADM,Male,4.97,1
G-20,5653,Gaurav Dutta,ADM,Male,2.06,1
G-20,5201,Cameron Hall,CCEB,Female,4.97,1
G-20,3456,Harper Wright,MAE,Female,2.76,1
G-20,1630,Miyuki Kobayashi,SSS,Female,2.09,1
G-20,104,Simon Li,ADM,Male,4.89,2
G-20,5720,Emily Baker,MAE,Male,2.02,2
G-20,3991,Bella Torres,EEE,Female,4.88,2
G-20,5182,Emily Hill,WKW SCI,Female,2.72,2
G-20,130,Ayush Desai,CEE,Female,2.07,2
G-20,3289,Natasha Wong,EEE,Male,4.75,3
G-20,5593,Jaden Walker,MAE,Male,1.97,3
G-20,5216,Jasmine Hall,MAE,Female,4.79,3
G-20,604,Matthew Wu,EEE,Female,2.71,3
G-20,4912,Patrick Villanueva,LKCMedicine,Female,0.07,3
G-20,879,Gina Agustina,CoB (NBS),Male,3.03,4
G-20,3383,Mi-Ya Kim,SSS,Male,0.34,4
G-20,886,Raghav Sharma,CEE,Female,4.65,4
G-20,3943,Mia Chang,SoH,Female,2.66,4
G-20,4270,Ivy Chan,MAE,Female,2.05,4
G-20,2092,Sanjay Tan,MAE,Male,2.88,5
G-20,2673,Jack Ng,CoB (NBS),Male,0.3,5
G-20,4302,Huang Feng,EEE,Female,4.58,5
G-20,976,Kartik Nair,MAE,Female,2.51,5
G-20,258,Yuna Tanaka,SSS,Female,1.97,5
G-20,4586,Yulianto Budi,MAE,Male,2.86,6
G-20,4883,Zeeshan Khan,CoB (NBS),Male,0.21,6
G-20,4898,Priyanka Singh,WKW SCI,Female,2.91,6
G-20,1499,Ishaan Mehta,MAE,Female,2.42,6
G-20,3428,Abigail White,CCDS,Female,0.44,6
G-20,1436,Yasir Shah,EEE,Male,2.77,7
G-20,5123,Tanvi Kapoor,SBS,Male,0.12,7
G-20,847,Huang Xin,MAE,Female,2.89,7
G-20,826,Riya Chen,WKW SCI,Female,2.36,7
G-20,62,Luna Lin,MAE,Female,1.99,7
G-20,1519,Nguyen Huu Phuc,ADM,Male,2.76,8
G-20,1433,Huanyu,MAE,Male,0.1,8
G-20,836,Greta Lin,CEE,Female,2.86,8
G-20,4005,Mia Wang,CoE,Female,2.35,8
G-20,2579,Alice Liu,CoE,Female,0.36,8
G-20,5381,Yoshiko Taniguchi,SSS,Male,2.41,9
G-20,1140,Truong Minh Quang,MAE,Female,2.84,9
G-20,5126,Quinn Rivera,SBS,Female,2.26,9
G-20,3248,Oliver Gray,SBS,Female,0.32,9
G-20,3895,Milo Li,MAE,Female,0.28,9
G-20,2019,Yuki Tanaka,SPMS,Male,2.23,10
G-20,853,Hiroshi Kobayashi,ADM,Female,2.79,10
G-20,300,Kazuko Watanabe,SSS,Female,2.16,10
G-20,255,Jin Ping,CCEB,Female,0.2,10
G-20,3166,Jingwen,WKW SCI,Female,0.04,10
G-21,596,Beckett Liu,CCDS,Female,4.66,1
G-21,4247,Bodhi Li,CCDS,Female,2.25,1
G-21,3165,Ursula Ng,EEE,Male,4.95,1
G-21,5775,Rio Yang,MSE,Male,2.91,1
G-21,4067,Moxie Lin,ADM,Male,2.28,1
G-21,2150,Gage Cooper,CEE,Female,3.11,2
G-21,1878,Zhao Wei Lim,CoE,Female,2.19,2
G-21,2215,Liam Mitchell,CCDS,Male,4.71,2
G-21,1720,Mei Ling Ong,SSS,Male,2.84,2
G-21,3522,Rania Hussain,MSE,Male,2.27,2
G-21,3455,Yvonne Tan,CCDS,Female,3.07,3
G-21,2743,Dante Li,CCDS,Female,2.05,3
G-21,1882,Demi Zhao,CoE,Male,2.82,3
G-21,1663,Hassan Nawaz,MSE,Male,0.2,3
G-21,121,Aria Rogers,CCEB,Male,0.1,3
G-21,1316,Siti Aisyah Binti Ibrahim,ASE,Female,2.76,4
G-21,4462,Katherine Lee,SPMS,Female,0.4,4
G-21,2365,Neha Patel,CCDS,Male,4.6,4
G-21,2549,Chloe Collins,MSE,Male,4.59,4
G-21,5512,Noel Pineda,EEE,Male,2.78,4
G-21,4385,Helena Lam,CoE,Female,2.54,5
G-21,1013,Pooja Sinha,MAE,Female,0.32,5
G-21,2120,Pooja Aggarwal,CCDS,Male,4.52,5
G-21,2360,Joseph Lee,SSS,Male,2.56,5
G-21,5048,Kai Li Tan,CCDS,Male,2.14,5
G-21,436,Jaxon Bennett,CoB (NBS),Female,2.54,6
G-21,5555,Jin Hua,CCDS,Female,0.31,6
G-21,2784,Kevin Lee,CCDS,Male,3.11,6
G-21,3852,Neelam Agarwal,CoE,Male,2.53,6
G-21,4575,Ivy Wong,ASE,Male,2.12,6
G-21,3823,Sonya Khanna,SBS,Female,2.54,7
G-21,3776,Sharon Tan,CCDS,Female,0.2,7
G-21,3112,Raymond Lim,CCDS,Male,3.11,7
G-21,3389,Boris Sergeyevich,SBS,Male,2.46,7
G-21,3258,Dylan Walker,ADM,Male,2.11,7
G-21,1418,Aarav Mehta,MSE,Female,2.42,8
G-21,2977,Pooja Joshi,CEE,Female,0.14,8
G-21,3994,Rebecca Ong,CoE,Male,3.07,8
G-21,3223,Zara Tan,SPMS,Male,2.42,8
G-21,304,Samuel Tan,CEE,Male,2.1,8
G-21,1203,Hanh Nguyen,CoB (NBS),Female,2.37,9
G-21,817,Calvin Bell,SPMS,Male,3.06,9
G-21,2512,Zoe Turner,ASE,Male,2.39,9
G-21,4543,Sameer Khan,SPMS,Male,2.04,9
G-21,681,Ananya Jain,CCDS,Male,1.95,9
G-21,4255,Leo Turner,EEE,Female,2.35,10
G-21,5686,Sita Sharma,CCDS,Male,2.99,10
G-21,1486,Zahra Nabila,SSS,Male,2.37,10
G-21,2077,Kali Chang,CCDS,Male,0.38,10
G-21,5300,Zhaohui,EEE,Male,0.29,10
G-22,2281,Shi Lian,SSS,Female,4.91,1
G-22,763,Brielle Scarlett,SBS,Female,2.08,1
G-22,2293,Nurul Izzati,CCDS,Male,4.98,1
G-22,2352,Serena Chang,WKW SCI,Male,2.89,1
G-22,654,Natasha Ng,CoB (NBS),Male,2.29,1
G-22,4436,Aarohi Kapoor,SoH,Female,4.57,2
G-22,2428,Andrew Cheung,NIE,Female,2.0,2
G-22,452,Zhang Lian,CoB (NBS),Male,4.87,2
G-22,747,Zain Bin Mohd,CoB (NBS),Male,2.84,2
G-22,386,Joni Chang,MAE,Male,2.16,2
G-22,1987,Eugene Lim,WKW SCI,Female,3.16,3
G-22,3024,Thuy Le,EEE,Female,1.96,3
G-22,4795,Lucy Cooper,WKW SCI,Male,4.83,3
G-22,4366,Jonathan Ramirez,SoH,Male,2.75,3
G-22,680,Emily Nguyen,CoB (NBS),Male,2.14,3
G-22,989,Paloma Chang,CCEB,Female,3.16,4
G-22,5598,Hugo Lee,MAE,Female,0.49,4
G-22,878,Kenshin Nakamura,SoH,Male,4.78,4
G-22,2327,Harini Rao,CEE,Male,2.68,4
G-22,5535,Rina Devi,CEE,Male,2.13,4
G-22,5194,Carter White,SoH,Female,3.06,5
G-22,5793,Asher Young,ADM,Female,0.16,5
G-22,368,Kenneth Tan,ADM,Male,4.65,5
G-22,3238,Omer Shah,MAE,Male,2.68,5
G-22,4484,Aamir Khan,SoH,Male,1.99,5
G-22,3203,Rohan Chaudhary,SoH,Female,3.05,6
G-22,3667,Andrew Yang,SoH,Female,0.11,6
G-22,4847,Mei Ling,NIE,Male,4.65,6
G-22,1163,Cassandra Tan,MAE,Male,1.95,6
G-22,2056,Putri Ayu,EEE,Male,0.27,6
G-22,5160,Soniya Bhatia,SPMS,Female,3.03,7
G-22,3541,Raghav Singh,CoE,Female,0.1,7
G-22,2160,Weimin,CoE,Male,4.61,7
G-22,4278,Alia Binti Mohd,SoH,Male,2.61,7
G-22,815,Alia Bin Zul,SoH,Male,2.58,7
G-22,1933,Upton Reyes,SoH,Female,2.61,8
G-22,4571,Zoe Wang,WKW SCI,Female,0.09,8
G-22,292,Zhi Zhen,WKW SCI,Male,4.56,8
G-22,2356,Ariana Cox,SSS,Male,2.44,8
G-22,3100,Ningzhi,CCDS,Male,1.95,8
G-22,5233,Neelam Sharma,SoH,Female,2.32,9
G-22,3819,Jameelah Binti Ali,SoH,Male,4.54,9
G-22,983,Min-Seo Park,CCDS,Male,2.4,9
G-22,2126,Aaron White,MAE,Male,1.92,9
G-22,5375,Liam Young,SoH,Male,0.28,9
G-22,5358,Samuel Davis,CCDS,Female,2.25,10
G-22,1685,Yao Liu,EEE,Male,4.54,10
G-22,4836,Cristian Martinez,CCEB,Male,2.29,10
G-22,2462,Viola Lim,SoH,Male,1.95,10
G-22,1672,Hani Binti Ahmad,SSS,Male,0.3,10
G-23,470,Cleo Carter,CCEB,Female,4.78,1
G-23,445,Amina Binti Ali,CCDS,Female,2.09,1
G-23,4895,Kira Cruz,WKW SCI,Male,4.98,1
G-23,5192,Yanzhi,SBS,Male,2.49,1
G-23,3681,Owen Garcia,SoH,Male,2.15,1
G-23,5068,Oksana Sergeyevna,SBS,Female,4.71,2
G-23,5236,Rida Javed,CEE,Female,2.08,2
G-23,1942,Jaxon Jenkins,SSS,Male,4.97,2
G-23,1943,Jia Chen,CEE,Male,2.42,2
G-23,3379,Benjamin Lee,CEE,Male,0.06,2
G-23,4513,Brielle Lin,SoH,Female,4.7,3
G-23,924,Ella Liu,CEE,Female,1.99,3
G-23,512,Lucas Wang,SPMS,Male,4.84,3
G-23,4354,Neha Reddy,SBS,Male,2.42,3
G-23,4036,Anya Chen,CEE,Male,2.09,3
G-23,3704,Sabrina Binti Ismail,MAE,Female,3.15,4
G-23,20,Siti Wong,MAE,Female,1.98,4
G-23,4095,Carlito Morales,CoE,Male,3.13,4
G-23,4019,Joshua Li,SPMS,Male,2.36,4
G-23,2145,Zac Johnson,CEE,Male,2.02,4
G-23,5639,Eric Lim,EEE,Female,2.99,5
G-23,844,Mason Miller,SBS,Female,0.45,5
G-23,5677,Yuzhi,CEE,Male,3.13,5
G-23,4834,Vincent Lopez,SPMS,Male,2.36,5
G-23,2973,Ahsan Shah,CEE,Male,2.0,5
G-23,685,Gregory Wong,CCEB,Female,2.95,6
G-23,4617,Evelyn Adams,CEE,Female,0.4,6
G-23,4457,Ying Li,SoH,Male,3.11,6
G-23,4923,Wyatt Reed,SBS,Male,2.34,6
G-23,340,Liam Carter,WKW SCI,Male,1.98,6
G-23,4667,Yu Zhang,MAE,Female,2.75,7
G-23,2664,Rhea Mehta,CEE,Female,0.38,7
G-23,3091,Tanya Bhatia,WKW SCI,Male,3.1,7
G-23,3061,Victoria Sanchez,SBS,Male,2.31,7
G-23,434,Jasper Chen,CEE,Male,1.94,7
G-23,1791,Yuan Rui,CCEB,Female,2.66,8
G-23,2363,Zheng Yu Lim,CCDS,Female,0.2,8
G-23,5417,Nishant Kapoor,CCDS,Male,2.86,8
G-23,1625,Jamilah Binti Rahman,CoE,Male,2.3,8
G-23,840,Ningqi,EEE,Male,1.87,8
G-23,2416,Lihua,CEE,Female,2.45,9
G-23,4800,Manoj Menon,CEE,Male,2.59,9
G-23,1012,Luna Phillips,ADM,Male,2.2,9
G-23,3851,Jin Wei,EEE,Male,0.28,9
G-23,769,Nai Li,CoB (NBS),Male,0.21,9
G-23,5808,Elaine Tan,EEE,Female,2.32,10
G-23,3333,Yasmin Reddy,CEE,Male,2.54,10
G-23,2903,Nash Zhao,CCDS,Male,2.16,10
G-23,4471,Xiao Ling,SSS,Male,0.16,10
G-23,1241,Hiroki Tanaka,CEE,Male,0.1,10
G-24,3135,Mia Moore,CCEB,Male,4.98,1
G-24,3246,Johan Sari,EEE,Male,2.1,1
G-24,384,Dustin Chen,SoH,Female,4.98,1
G-24,988,Aaliyah Santos,SoH,Female,2.83,1
G-24,4515,Dustin Yang,CoE,Female,2.21,1
G-24,2610,Ankit Joshi,EEE,Male,4.97,2
G-24,2758,Aiden Chan,EEE,Male,1.81,2
G-24,1272,Maya Scott,CoB (NBS),Female,2.67,2
G-24,77,Shila Binti Ali,NIE,Female,2.19,2
G-24,5308,Silas Yang,NIE,Female,0.09,2
G-24,2449,Wei Lin Tan,CoB (NBS),Male,4.62,3
G-24,3941,Willow Chang,EEE,Male,1.81,3
G-24,656,Oliver Li,EEE,Female,4.79,3
G-24,2687,Kieran Yip,SoH,Female,4.78,3
G-24,1010,Vikram Gupta,SoH,Female,2.67,3
G-24,1187,Lucas Zhang,CEE,Male,3.08,4
G-24,3656,Owen Yip,EEE,Male,0.4,4
G-24,1286,Guo Wei,EEE,Female,4.69,4
G-24,1264,Wen Jin Tan,CCEB,Female,2.66,4
G-24,5917,Mia Thomas,MAE,Female,1.9,4
G-24,2181,Nira Nair,CoE,Male,3.03,5
G-24,4937,Qiming,SoH,Male,0.27,5
G-24,509,Damon Carter,SoH,Female,4.67,5
G-24,3356,Kumar Nair,CEE,Female,2.58,5
G-24,2841,Tahira Ali,EEE,Female,1.85,5
G-24,1732,Owen Prabowo,EEE,Male,2.91,6
G-24,5414,Jovian Huang,EEE,Male,0.14,6
G-24,4289,Ethan Jones,MAE,Female,4.53,6
G-24,2937,Claire Jenkins,MSE,Female,2.56,6
G-24,1081,Zhen Li,CoB (NBS),Female,0.39,6
G-24,4293,Alisha Tan,MSE,Male,2.7,7
G-24,1884,Althea Reyes,CCDS,Male,0.12,7
G-24,5298,Sylvia Liu,EEE,Female,3.12,7
G-24,2269,Kuan Tan,EEE,Female,2.45,7
G-24,1614,Melody Tan,MAE,Female,0.03,7
G-24,5699,Tian Yu,CoB (NBS),Male,2.57,8
G-24,919,Piper Rivera,CoE,Male,0.04,8
G-24,210,Eko Supriyanto,SPMS,Female,3.05,8
G-24,1701,Jasmine Reed,NIE,Female,2.41,8
G-24,1174,Daniel Johnson,EEE,Female,1.84,8
G-24,2980,Tiffany Chua,EEE,Male,2.48,9
G-24,707,Monica Yeo,EEE,Female,3.03,9
G-24,4381,Nathan Wu,SPMS,Female,2.28,9
G-24,5931,Jack Murphy,SSS,Female,0.2,9
G-24,3811,Isha Rani,SPMS,Female,0.15,9
G-24,284,Meera Nair,MSE,Male,2.29,10
G-24,400,Naina Choudhury,CCDS,Female,2.89,10
G-24,5642,David Tan,NIE,Female,2.25,10
G-24,4373,Zhang Lian,EEE,Female,0.33,10
G-24,5178,Irfan Khan,SPMS,Female,0.1,10
G-25,829,Lydia Kim,MAE,Male,4.88,1
G-25,5271,Dahlia Morales,MAE,Male,2.51,1
G-25,5275,Min Jie Lim,SPMS,Female,4.95,1
G-25,1980,Caleb Murphy,CoB (NBS),Female,3.04,1
G-25,4879,Akira Fujimoto,WKW SCI,Female,2.14,1
G-25,697,Yannick Dela Cruz,WKW SCI,Male,4.55,2
G-25,3778,Natsuki Sato,NIE,Male,2.3,2
G-25,4475,Sahara Chen,CEE,Female,4.9,2
G-25,1094,Daniel Wu,EEE,Female,2.94,2
G-25,3638,Yue Ling,EEE,Female,2.01,2
G-25,3077,Disha Sharma,CoB (NBS),Male,3.19,3
G-25,675,Zheng Yang,CoB (NBS),Male,2.0,3
G-25,3958,Natalie Ramirez,MAE,Female,4.87,3
G-25,4935,Nancy Liu,CCEB,Female,0.22,3
G-25,1445,Giovanna Chen,SoH,Female,0.17,3
G-25,4377,Dante Zhang,MAE,Male,3.06,4
G-25,3190,Kira Tan,CoB (NBS),Male,1.95,4
G-25,698,Ronald Tan,SPMS,Female,4.85,4
G-25,2411,Linda Tan,CoB (NBS),Female,2.8,4
G-25,2690,Maya Reddy,WKW SCI,Female,2.8,4
G-25,2251,Meera Prasad,CoB (NBS),Male,3.04,5
G-25,5065,Shafika Binti Mohd,SSS,Male,0.5,5
G-25,2085,Kareem Shah,SoH,Female,4.77,5
G-25,5136,Liyana Binti Mohd,NIE,Female,2.76,5
G-25,5497,Nora Wang,CoB (NBS),Female,1.9,5
G-25,3109,Carl Li,CoB (NBS),Male,2.91,6
G-25,4300,Eddie Kwan,WKW SCI,Male,0.49,6
G-25,5066,Jason Lim,SBS,Female,4.64,6
G-25,2182,Nicole Lee,EEE,Female,2.66,6
G-25,5761,Sanjay Nair,CoB (NBS),Female,1.82,6
G-25,1188,Pooja Iyer,CoB (NBS),Male,2.86,7
G-25,3052,Jackson Adams,MAE,Male,0.49,7
