Tutorial Group,Team Assigned,Student ID,Name,School,Gender,CGPA
G-18,5,3847,Dylan Parker,CCEB,Female,2.66
G-18,5,1277,Zara Lim,MAE,Female,2.05
G-18,6,2736,Rita Sharma,EEE,Male,1.92
G-18,6,1983,Layla Harris,CEE,Female,4.76
G-18,6,4422,Uday Singh,EEE,Female,0.4
G-18,6,5826,Sana Reddy,SPMS,Male,4.94
G-18,6,1301,Mira Binti Yusof,SSS,Female,2.0
G-18,7,5356,Arjun Rao,CoE,Female,2.78
G-18,7,907,Maya Rani,ASE,Male,0.13
G-18,7,205,Pandu Setiawan,CoB (NBS),Male,2.71
G-18,7,5185,Fang Mei,EEE,Male,0.07
G-18,7,4751,Shuang,CCDS,Female,2.02
G-18,8,3056,Brayden Hall,CCEB,Male,2.24
G-18,8,3253,Yasmin Lee,EEE,Male,2.58
G-18,8,1269,Luca Wong,SBS,Male,2.57
G-18,8,5268,Amina Tariq,EEE,Male,1.93
G-18,8,4003,Megan Lim,CEE,Male,2.6
G-18,9,4143,Lila Tan,SSS,Male,0.35
G-18,9,2214,Chloe Chen,MAE,Male,1.94
G-18,9,4155,Mohan Rao,EEE,Female,4.52
G-18,9,2066,Jackson Clark,WKW SCI,Male,2.7
G-18,9,4537,Fang Ling,SBS,Male,2.97
G-18,10,4549,Isabella Lee,ADM,Female,2.68
G-18,10,3688,Lucas Wright,ASE,Male,2.78
G-18,10,5297,Shahida Khan,SoH,Female,2.81
G-18,10,4244,Shreya Das,SBS,Male,4.72
G-18,10,79,Suhana Rao,SBS,Male,2.4
G-19,1,1874,An Nguyen,LKCMedicine,Female,4.69
G-19,1,1761,Ava Wilson,CCDS,Male,0.07
G-19,1,1520,Rohan Gupta,MSE,Male,4.81
G-19,1,5946,Ping Zhang,EEE,Female,4.91
G-19,1,506,Matthew Clark,CEE,Male,1.9
G-19,2,5668,Aarav Reddy,SoH,Male,2.61
G-19,2,2812,Arunachalam Devi,SPMS,Male,2.44
G-19,2,2490,Chunxiu,SBS,Male,0.1
G-19,2,880,Lance Alvarado,CEE,Male,2.79
G-19,2,4229,Samuel Lee,EEE,Female,4.94
G-19,3,5163,Gabriel Scott,CEE,Male,4.82
G-19,3,671,Miyuki Watanabe,MSE,Male,3.07
G-19,3,3510,Gavin Zhao,SSS,Male,2.05
G-19,3,1686,Kendrick Scott,SBS,Male,2.43
G-19,3,5227,Qi Zhang,SoH,Male,2.99
G-19,4,5255,Chen Yu,SoH,Female,2.72
G-19,4,5064,Jaxon White,CEE,Male,2.95
G-19,4,3889,Sasha Tan,SoH,Female,0.33
G-19,4,2504,Shanaya Tan,CEE,Female,2.35
G-19,4,320,Nikhil Reddy,ADM,Male,4.55
G-19,5,3574,Violeta Ong,CEE,Male,3.01
G-19,5,4504,Nina Desai,CEE,Male,2.29
G-19,5,49,Whitney Alvarado,MSE,Female,1.93
G-19,5,4669,Nguyen Thi Lan,SSS,Female,1.97
G-19,5,3632,Nina Hu,CoE,Male,1.94
G-19,6,1895,Rohan Shah,CoB (NBS),Female,2.16
G-19,6,5773,Imran Waseem,SBS,Female,2.22
G-19,6,1632,Matthew Lee,EEE,Female,2.79
G-19,6,966,Christopher Morris,SoH,Male,0.41
G-19,6,3375,Emily White,CCEB,Male,2.7
G-19,7,4341,Amite Agarwal,CCEB,Male,4.72
G-19,7,1200,Vanya Nair,LKCMedicine,Male,2.81
G-19,7,4786,Priti Mehta,EEE,Male,2.66
G-19,7,465,Ananya Kaul,CCDS,Female,2.36
G-19,7,5769,Tristan Castillo,NIE,Male,2.64
G-19,8,1229,Chen Bo,ADM,Male,2.19
G-19,8,4684,Alyssa Ramirez,SoH,Female,4.6
G-19,8,3993,Lucas Green,CEE,Male,5.0
G-19,8,510,Owais Khan,SSS,Female,1.91
G-19,8,3430,Mason Wilson,CEE,Male,2.42
G-19,9,1829,Zachary Li,CEE,Male,2.15
G-19,9,3177,Zhou Rui,SBS,Female,2.45
G-19,9,3120,Ella Mitchell,CEE,Male,0.13
G-19,9,4511,Mi-Sook Kim,MAE,Male,4.67
G-19,9,4380,Qianwen,SPMS,Female,2.52
G-19,10,4156,Olivia Fernandez,CEE,Male,3.03
G-19,10,5635,Sneha Joshi,NIE,Male,2.2
G-19,10,2386,Arvind Reddy,LKCMedicine,Female,3.08
G-19,10,3314,Jessica Martinez,CCDS,Female,0.24
G-19,10,1169,Sushmita Roy,ASE,Female,0.01
G-2,1,3926,Gisela Tan,EEE,Male,2.28
G-2,1,3636,Nadia Iqbal,SoH,Female,2.95
G-2,1,764,Ahmad Ramlie,CCDS,Female,0.27
G-2,1,1877,Zhengrong,CEE,Male,2.87
G-2,1,1130,Yuri Chekhov,CCDS,Female,2.73
G-2,2,1455,Sophia Koh,SBS,Male,2.04
G-2,2,4624,Tina Tan,CCDS,Female,2.88
G-2,2,5996,Fatima Yusof,CCDS,Female,4.94
G-2,2,4738,Hanafi Bin Mohd,SPMS,Male,0.23
G-2,2,1726,Lara Li,EEE,Female,0.35
G-2,3,5226,Patricia Wong,EEE,Female,0.35
G-2,3,3026,David Ho,CCDS,Female,0.45
G-2,3,5802,Addison Chen,SBS,Female,2.74
G-2,3,4453,Jesse Bennett,CCDS,Female,0.5
G-2,3,229,Lana Turner,CCDS,Male,4.88
G-2,4,3527,Eli Walker,CCEB,Male,3.0
G-2,4,3533,Izzat Bin Ibrahim,CCEB,Female,3.0
G-2,4,5073,Quinn Lee,SBS,Female,2.88
G-2,4,4759,Xiu Li,ASE,Female,4.65
G-2,4,3611,Sofia Chandra,CCDS,Male,2.52
G-2,5,586,Isaiah Turner,SSS,Female,2.59
G-2,5,460,Brianna Johnson,CCDS,Female,4.56
G-2,5,3882,Yoshiko Mori,MSE,Female,2.45
G-2,5,1428,Selena Tan,EEE,Female,2.22
G-2,5,4006,Ali Abubakar,CoB (NBS),Male,4.8
G-2,6,5750,Chunhua,CEE,Female,4.64
G-2,6,3568,Tanya Sharma,WKW SCI,Female,2.89
G-2,6,2473,Jasper Lim,WKW SCI,Female,2.68
G-2,6,1765,Aadhya Sharma,WKW SCI,Female,2.85
G-2,6,4392,Nathaniel Adams,EEE,Female,4.85
G-2,7,5994,Zain Qureshi,CoB (NBS),Female,0.15
G-2,7,5103,Ki-Hoon Kim,CCDS,Female,2.02
G-2,7,2712,Mei Zhao,CoB (NBS),Female,0.31
G-2,7,2788,Carter Moore,WKW SCI,Female,0.11
G-2,7,2547,Lila Zhao,CoB (NBS),Male,2.17
G-2,8,2611,Yang Zhang,CEE,Female,0.24
G-2,8,4558,Shirley Tan,WKW SCI,Male,2.05
G-2,8,3523,Haroon Ali,CCEB,Male,2.66
G-2,8,4851,Fatima Rani,MSE,Male,1.96
G-2,8,4123,Nguyen Thi Phuong,CCDS,Male,2.66
G-2,9,5371,Lina Binti Ali,MAE,Male,2.66
G-2,9,3615,Shalini Pillai,CCDS,Male,2.2
G-2,9,321,Anya Chua,CEE,Female,2.68
G-2,9,248,Winston Villanueva,EEE,Female,0.4
G-2,9,2052,Layla Collins,SBS,Female,4.84
G-2,10,3212,Priya Gupta,SPMS,Male,1.9
G-2,10,3501,Derek Adams,MAE,Male,0.46
G-2,10,5080,Mira Lin,ASE,Female,2.43
G-2,10,1965,Stella Bryant,CCDS,Male,0.12
G-2,10,1814,Mingjing,MAE,Female,4.67
G-20,1,130,Ayush Desai,CEE,Female,2.07
G-20,1,1630,Miyuki Kobayashi,SSS,Female,2.09
G-20,1,886,Raghav Sharma,CEE,Female,4.65
G-20,1,3383,Mi-Ya Kim,SSS,Male,0.34
G-20,1,258,Yuna Tanaka,SSS,Female,1.97
G-20,2,604,Matthew Wu,EEE,Female,2.71
G-20,2,3991,Bella Torres,EEE,Female,4.88
G-20,2,2658,Xiang Hong,ADM,Male,4.97
G-20,2,2092,Sanjay Tan,MAE,Male,2.88
G-20,2,1499,Ishaan Mehta,MAE,Female,2.42
G-20,3,4302,Huang Feng,EEE,Female,4.58
G-20,3,847,Huang Xin,MAE,Female,2.89
G-20,3,1519,Nguyen Huu Phuc,ADM,Male,2.76
G-20,3,853,Hiroshi Kobayashi,ADM,Female,2.79
G-20,3,300,Kazuko Watanabe,SSS,Female,2.16
G-20,4,3895,Milo Li,MAE,Female,0.28
G-20,4,3289,Natasha Wong,EEE,Male,4.75
G-20,4,4912,Patrick Villanueva,LKCMedicine,Female,0.07
G-20,4,5126,Quinn Rivera,SBS,Female,2.26
G-20,4,4898,Priyanka Singh,WKW SCI,Female,2.91
G-20,5,3943,Mia Chang,SoH,Female,2.66
G-20,5,3456,Harper Wright,MAE,Female,2.76
G-20,5,1436,Yasir Shah,EEE,Male,2.77
G-20,5,3166,Jingwen,WKW SCI,Female,0.04
G-20,5,5182,Emily Hill,WKW SCI,Female,2.72
G-20,6,2019,Yuki Tanaka,SPMS,Male,2.23
G-20,6,62,Luna Lin,MAE,Female,1.99
G-20,6,826,Riya Chen,WKW SCI,Female,2.36
G-20,6,3248,Oliver Gray,SBS,Female,0.32
G-20,6,5123,Tanvi Kapoor,SBS,Male,0.12
G-20,7,5216,Jasmine Hall,MAE,Female,4.79
G-20,7,3428,Abigail White,CCDS,Female,0.44
G-20,7,5720,Emily Baker,MAE,Male,2.02
G-20,7,5381,Yoshiko Taniguchi,SSS,Male,2.41
G-20,7,836,Greta Lin,CEE,Female,2.86
G-20,8,4883,Zeeshan Khan,CoB (NBS),Male,0.21
G-20,8,2579,Alice Liu,CoE,Female,0.36
G-20,8,5593,Jaden Walker,MAE,Male,1.97
G-20,8,879,Gina Agustina,CoB (NBS),Male,3.03
G-20,8,2673,Jack Ng,CoB (NBS),Male,0.3
G-20,9,104,Simon Li,ADM,Male,4.89
G-20,9,4270,Ivy Chan,MAE,Female,2.05
G-20,9,1140,Truong Minh Quang,MAE,Female,2.84
G-20,9,1433,Huanyu,MAE,Male,0.1
G-20,9,5653,Gaurav Dutta,ADM,Male,2.06
G-20,10,976,Kartik Nair,MAE,Female,2.51
G-20,10,255,Jin Ping,CCEB,Female,0.2
G-20,10,5201,Cameron Hall,CCEB,Female,4.97
G-20,10,4586,Yulianto Budi,MAE,Male,2.86
G-20,10,4005,Mia Wang,CoE,Female,2.35
G-21,1,2150,Gage Cooper,CEE,Female,3.11
G-21,1,1663,Hassan Nawaz,MSE,Male,0.2
G-21,1,3776,Sharon Tan,CCDS,Female,0.2
G-21,1,4575,Ivy Wong,ASE,Male,2.12
G-21,1,3852,Neelam Agarwal,CoE,Male,2.53
G-21,2,2120,Pooja Aggarwal,CCDS,Male,4.52
G-21,2,4543,Sameer Khan,SPMS,Male,2.04
G-21,2,2512,Zoe Turner,ASE,Male,2.39
G-21,2,304,Samuel Tan,CEE,Male,2.1
G-21,2,1486,Zahra Nabila,SSS,Male,2.37
G-21,3,5300,Zhaohui,EEE,Male,0.29
G-21,3,436,Jaxon Bennett,CoB (NBS),Female,2.54
G-21,3,3455,Yvonne Tan,CCDS,Female,3.07
G-21,3,4385,Helena Lam,CoE,Female,2.54
G-21,3,121,Aria Rogers,CCEB,Male,0.1
G-21,4,2077,Kali Chang,CCDS,Male,0.38
G-21,4,4255,Leo Turner,EEE,Female,2.35
G-21,4,2784,Kevin Lee,CCDS,Male,3.11
G-21,4,5686,Sita Sharma,CCDS,Male,2.99
G-21,4,2365,Neha Patel,CCDS,Male,4.6
G-21,5,3165,Ursula Ng,EEE,Male,4.95
G-21,5,2549,Chloe Collins,MSE,Male,4.59
G-21,5,4462,Katherine Lee,SPMS,Female,0.4
G-21,5,3994,Rebecca Ong,CoE,Male,3.07
G-21,5,1316,Siti Aisyah Binti Ibrahim,ASE,Female,2.76
G-21,6,5775,Rio Yang,MSE,Male,2.91
G-21,6,1878,Zhao Wei Lim,CoE,Female,2.19
G-21,6,1013,Pooja Sinha,MAE,Female,0.32
G-21,6,596,Beckett Liu,CCDS,Female,4.66
G-21,6,3823,Sonya Khanna,SBS,Female,2.54
G-21,7,2215,Liam Mitchell,CCDS,Male,4.71
G-21,7,3223,Zara Tan,SPMS,Male,2.42
G-21,7,3389,Boris Sergeyevich,SBS,Male,2.46
G-21,7,5048,Kai Li Tan,CCDS,Male,2.14
G-21,7,4067,Moxie Lin,ADM,Male,2.28
G-21,8,2360,Joseph Lee,SSS,Male,2.56
G-21,8,3522,Rania Hussain,MSE,Male,2.27
G-21,8,2743,Dante Li,CCDS,Female,2.05
G-21,8,1418,Aarav Mehta,MSE,Female,2.42
G-21,8,681,Ananya Jain,CCDS,Male,1.95
G-21,9,1720,Mei Ling Ong,SSS,Male,2.84
G-21,9,3258,Dylan Walker,ADM,Male,2.11
G-21,9,2977,Pooja Joshi,CEE,Female,0.14
G-21,9,1203,Hanh Nguyen,CoB (NBS),Female,2.37
G-21,9,4247,Bodhi Li,CCDS,Female,2.25
G-21,10,3112,Raymond Lim,CCDS,Male,3.11
G-21,10,5555,Jin Hua,CCDS,Female,0.31
G-21,10,1882,Demi Zhao,CoE,Male,2.82
G-21,10,5512,Noel Pineda,EEE,Male,2.78
G-21,10,817,Calvin Bell,SPMS,Male,3.06
G-22,1,292,Zhi Zhen,WKW SCI,Male,4.56
G-22,1,1933,Upton Reyes,SoH,Female,2.61
G-22,1,2428,Andrew Cheung,NIE,Female,2.0
G-22,1,2160,Weimin,CoE,Male,4.61
G-22,1,5194,Carter White,SoH,Female,3.06
G-22,2,2356,Ariana Cox,SSS,Male,2.44
G-22,2,2281,Shi Lian,SSS,Female,4.91
G-22,2,3024,Thuy Le,EEE,Female,1.96
G-22,2,4795,Lucy Cooper,WKW SCI,Male,4.83
G-22,2,1685,Yao Liu,EEE,Male,4.54
G-22,3,5535,Rina Devi,CEE,Male,2.13
G-22,3,747,Zain Bin Mohd,CoB (NBS),Male,2.84
G-22,3,368,Kenneth Tan,ADM,Male,4.65
G-22,3,452,Zhang Lian,CoB (NBS),Male,4.87
G-22,3,3203,Rohan Chaudhary,SoH,Female,3.05
G-22,4,4571,Zoe Wang,WKW SCI,Female,0.09
G-22,4,680,Emily Nguyen,CoB (NBS),Male,2.14
G-22,4,654,Natasha Ng,CoB (NBS),Male,2.29
G-22,4,4836,Cristian Martinez,CCEB,Male,2.29
G-22,4,5160,Soniya Bhatia,SPMS,Female,3.03
G-22,5,1163,Cassandra Tan,MAE,Male,1.95
G-22,5,1987,Eugene Lim,WKW SCI,Female,3.16
G-22,5,4366,Jonathan Ramirez,SoH,Male,2.75
G-22,5,3819,Jameelah Binti Ali,SoH,Male,4.54
G-22,5,1672,Hani Binti Ahmad,SSS,Male,0.3
G-22,6,4278,Alia Binti Mohd,SoH,Male,2.61
G-22,6,4436,Aarohi Kapoor,SoH,Female,4.57
G-22,6,2462,Viola Lim,SoH,Male,1.95
G-22,6,5375,Liam Young,SoH,Male,0.28
G-22,6,2293,Nurul Izzati,CCDS,Male,4.98
G-22,7,2056,Putri Ayu,EEE,Male,0.27
G-22,7,815,Alia Bin Zul,SoH,Male,2.58
G-22,7,2126,Aaron White,MAE,Male,1.92
G-22,7,2352,Serena Chang,WKW SCI,Male,2.89
G-22,7,3667,Andrew Yang,SoH,Female,0.11
G-22,8,5233,Neelam Sharma,SoH,Female,2.32
G-22,8,983,Min-Seo Park,CCDS,Male,2.4
G-22,8,5358,Samuel Davis,CCDS,Female,2.25
G-22,8,763,Brielle Scarlett,SBS,Female,2.08
G-22,8,878,Kenshin Nakamura,SoH,Male,4.78
G-22,9,3541,Raghav Singh,CoE,Female,0.1
G-22,9,989,Paloma Chang,CCEB,Female,3.16
G-22,9,3100,Ningzhi,CCDS,Male,1.95
G-22,9,386,Joni Chang,MAE,Male,2.16
G-22,9,3238,Omer Shah,MAE,Male,2.68
G-22,10,4484,Aamir Khan,SoH,Male,1.99
G-22,10,4847,Mei Ling,NIE,Male,4.65
G-22,10,5598,Hugo Lee,MAE,Female,0.49
G-22,10,5793,Asher Young,ADM,Female,0.16
G-22,10,2327,Harini Rao,CEE,Male,2.68
G-23,1,434,Jasper Chen,CEE,Male,1.94
G-23,1,5417,Nishant Kapoor,CCDS,Male,2.86
G-23,1,4036,Anya Chen,CEE,Male,2.09
G-23,1,4471,Xiao Ling,SSS,Male,0.16
G-23,1,1791,Yuan Rui,CCEB,Female,2.66
G-23,2,2664,Rhea Mehta,CEE,Female,0.38
G-23,2,3091,Tanya Bhatia,WKW SCI,Male,3.1
G-23,2,3061,Victoria Sanchez,SBS,Male,2.31
G-23,2,4095,Carlito Morales,CoE,Male,3.13
G-23,2,20,Siti Wong,MAE,Female,1.98
G-23,3,2416,Lihua,CEE,Female,2.45
G-23,3,924,Ella Liu,CEE,Female,1.99
G-23,3,685,Gregory Wong,CCEB,Female,2.95
G-23,3,5068,Oksana Sergeyevna,SBS,Female,4.71
G-23,3,2363,Zheng Yu Lim,CCDS,Female,0.2
G-23,4,1241,Hiroki Tanaka,CEE,Male,0.1
G-23,4,1942,Jaxon Jenkins,SSS,Male,4.97
G-23,4,4834,Vincent Lopez,SPMS,Male,2.36
G-23,4,1943,Jia Chen,CEE,Male,2.42
G-23,4,4895,Kira Cruz,WKW SCI,Male,4.98
G-23,5,5192,Yanzhi,SBS,Male,2.49
G-23,5,4019,Joshua Li,SPMS,Male,2.36
G-23,5,840,Ningqi,EEE,Male,1.87
G-23,5,4513,Brielle Lin,SoH,Female,4.7
G-23,5,4457,Ying Li,SoH,Male,3.11
G-23,6,4800,Manoj Menon,CEE,Male,2.59
G-23,6,3704,Sabrina Binti Ismail,MAE,Female,3.15
G-23,6,3681,Owen Garcia,SoH,Male,2.15
G-23,6,445,Amina Binti Ali,CCDS,Female,2.09
G-23,6,4617,Evelyn Adams,CEE,Female,0.4
G-23,7,3379,Benjamin Lee,CEE,Male,0.06
G-23,7,3333,Yasmin Reddy,CEE,Male,2.54
G-23,7,5808,Elaine Tan,EEE,Female,2.32
G-23,7,5677,Yuzhi,CEE,Male,3.13
G-23,7,5236,Rida Javed,CEE,Female,2.08
G-23,8,512,Lucas Wang,SPMS,Male,4.84
G-23,8,4354,Neha Reddy,SBS,Male,2.42
G-23,8,2145,Zac Johnson,CEE,Male,2.02
G-23,8,2903,Nash Zhao,CCDS,Male,2.16
G-23,8,5639,Eric Lim,EEE,Female,2.99
G-23,9,1625,Jamilah Binti Rahman,CoE,Male,2.3
G-23,9,4667,Yu Zhang,MAE,Female,2.75
G-23,9,1012,Luna Phillips,ADM,Male,2.2
G-23,9,844,Mason Miller,SBS,Female,0.45
G-23,9,340,Liam Carter,WKW SCI,Male,1.98
G-23,10,4923,Wyatt Reed,SBS,Male,2.34
G-23,10,2973,Ahsan Shah,CEE,Male,2.0
G-23,10,769,Nai Li,CoB (NBS),Male,0.21
G-23,10,3851,Jin Wei,EEE,Male,0.28
G-23,10,470,Cleo Carter,CCEB,Female,4.78
G-24,1,988,Aaliyah Santos,SoH,Female,2.83
G-24,1,2980,Tiffany Chua,EEE,Male,2.48
G-24,1,5308,Silas Yang,NIE,Female,0.09
G-24,1,2758,Aiden Chan,EEE,Male,1.81
G-24,1,1174,Daniel Johnson,EEE,Female,1.84
G-24,2,1732,Owen Prabowo,EEE,Male,2.91
G-24,2,656,Oliver Li,EEE,Female,4.79
G-24,2,4937,Qiming,SoH,Male,0.27
G-24,2,1614,Melody Tan,MAE,Female,0.03
G-24,2,2841,Tahira Ali,EEE,Female,1.85
G-24,3,1081,Zhen Li,CoB (NBS),Female,0.39
G-24,3,384,Dustin Chen,SoH,Female,4.98
G-24,3,4515,Dustin Yang,CoE,Female,2.21
G-24,3,5699,Tian Yu,CoB (NBS),Male,2.57
G-24,3,3811,Isha Rani,SPMS,Female,0.15
G-24,4,4293,Alisha Tan,MSE,Male,2.7
G-24,4,2610,Ankit Joshi,EEE,Male,4.97
G-24,4,5642,David Tan,NIE,Female,2.25
G-24,4,5414,Jovian Huang,EEE,Male,0.14
G-24,4,2687,Kieran Yip,SoH,Female,4.78
G-24,5,3135,Mia Moore,CCEB,Male,4.98
G-24,5,3656,Owen Yip,EEE,Male,0.4
G-24,5,3356,Kumar Nair,CEE,Female,2.58
G-24,5,707,Monica Yeo,EEE,Female,3.03
G-24,5,2181,Nira Nair,CoE,Male,3.03
G-24,6,3246,Johan Sari,EEE,Male,2.1
G-24,6,1286,Guo Wei,EEE,Female,4.69
G-24,6,509,Damon Carter,SoH,Female,4.67
G-24,6,5931,Jack Murphy,SSS,Female,0.2
G-24,6,284,Meera Nair,MSE,Male,2.29
G-24,7,1264,Wen Jin Tan,CCEB,Female,2.66
G-24,7,2937,Claire Jenkins,MSE,Female,2.56
G-24,7,4289,Ethan Jones,MAE,Female,4.53
G-24,7,1010,Vikram Gupta,SoH,Female,2.67
G-24,7,1187,Lucas Zhang,CEE,Male,3.08
G-24,8,3941,Willow Chang,EEE,Male,1.81
G-24,8,77,Shila Binti Ali,NIE,Female,2.19
G-24,8,4373,Zhang Lian,EEE,Female,0.33
G-24,8,2269,Kuan Tan,EEE,Female,2.45
G-24,8,919,Piper Rivera,CoE,Male,0.04
G-24,9,4381,Nathan Wu,SPMS,Female,2.28
G-24,9,5917,Mia Thomas,MAE,Female,1.9
G-24,9,1272,Maya Scott,CoB (NBS),Female,2.67
G-24,9,400,Naina Choudhury,CCDS,Female,2.89
G-24,9,5178,Irfan Khan,SPMS,Female,0.1
G-24,10,2449,Wei Lin Tan,CoB (NBS),Male,4.62
G-24,10,1701,Jasmine Reed,NIE,Female,2.41
G-24,10,1884,Althea Reyes,CCDS,Male,0.12
G-24,10,210,Eko Supriyanto,SPMS,Female,3.05
G-24,10,5298,Sylvia Liu,EEE,Female,3.12
G-25,1,5065,Shafika Binti Mohd,SSS,Male,0.5
G-25,1,5271,Dahlia Morales,MAE,Male,2.51
G-25,1,5761,Sanjay Nair,CoB (NBS),Female,1.82
G-25,1,1980,Caleb Murphy,CoB (NBS),Female,3.04
G-25,1,1062,Wei Ling,CoB (NBS),Male,2.84
G-25,2,4300,Eddie Kwan,WKW SCI,Male,0.49
G-25,2,1883,Sanya Ali,CoB (NBS),Female,2.23
G-25,2,1343,Devon Tan,CoE,Female,2.64
G-25,2,5136,Liyana Binti Mohd,NIE,Female,2.76
G-25,2,2566,Lydia White,CoB (NBS),Female,0.46
G-25,3,3778,Natsuki Sato,NIE,Male,2.3
G-25,3,698,Ronald Tan,SPMS,Female,4.85
G-25,3,2085,Kareem Shah,SoH,Female,4.77
G-25,3,5305,William Yip,CoE,Female,0.48
G-25,3,3190,Kira Tan,CoB (NBS),Male,1.95
G-25,4,4755,Aisyah Mohd,EEE,Female,0.24
G-25,4,487,Adeline Ramirez,WKW SCI,Female,3.11
G-25,4,3638,Yue Ling,EEE,Female,2.01
G-25,4,2411,Linda Tan,CoB (NBS),Female,2.8
G-25,4,5920,Cathy Li,CCDS,Male,2.73
G-25,5,194,Shafeeq Bin Ahmad,CoB (NBS),Female,3.1
G-25,5,3077,Disha Sharma,CoB (NBS),Male,3.19
G-25,5,2647,Isaac Chen,CoB (NBS),Male,2.84
G-25,5,4461,Katherine Tan,ASE,Female,2.35
G-25,5,829,Lydia Kim,MAE,Male,4.88
G-25,6,1303,Fiona Wong,SoH,Female,0.42
G-25,6,242,Eric Anderson,EEE,Female,2.47
G-25,6,4879,Akira Fujimoto,WKW SCI,Female,2.14
G-25,6,4377,Dante Zhang,MAE,Male,3.06
G-25,6,3812,Zoe Johnson,CoE,Female,4.54
G-25,7,1094,Daniel Wu,EEE,Female,2.94
G-25,7,1445,Giovanna Chen,SoH,Female,0.17
G-25,7,4935,Nancy Liu,CCEB,Female,0.22
G-25,7,3052,Jackson Adams,MAE,Male,0.49
G-25,7,3958,Natalie Ramirez,MAE,Female,4.87
G-25,8,2182,Nicole Lee,EEE,Female,2.66
G-25,8,675,Zheng Yang,CoB (NBS),Male,2.0
G-25,8,697,Yannick Dela Cruz,WKW SCI,Male,4.55
G-25,8,5275,Min Jie Lim,SPMS,Female,4.95
G-25,8,5497,Nora Wang,CoB (NBS),Female,1.9
G-25,9,3109,Carl Li,CoB (NBS),Male,2.91
G-25,9,4689,Mira Singh,CCEB,Female,1.81
G-25,9,5066,Jason Lim,SBS,Female,4.64
G-25,9,1188,Pooja Iyer,CoB (NBS),Male,2.86
G-25,9,2251,Meera Prasad,CoB (NBS),Male,3.04
G-25,10,4475,Sahara Chen,CEE,Female,4.9
G-25,10,2749,Nishant Kumar,CoB (NBS),Female,0.5
G-25,10,2690,Maya Reddy,WKW SCI,Female,2.8
G-25,10,3804,Luna Liu,CoE,Male,0.42
G-25,10,4277,Ananya Reddy,MAE,Female,3.1
G-26,1,1800,Fariha Binti Mohd,ADM,Female,1.8
G-26,1,5219,Owen Lee,ADM,Male,0.24
G-26,1,5094,Miki Aizawa,CEE,Male,3.13
G-26,1,3254,Zoe Sanchez,ADM,Female,3.08
G-26,1,4997,Puneet Kumar,CEE,Male,4.75
G-26,2,1342,Maria Lam,ADM,Female,0.0
G-26,2,3536,Hana Chan,WKW SCI,Male,4.74
G-26,2,5098,Alia Bin Abd,SSS,Male,3.07
G-26,2,285,Ibrahim Zain,ADM,Male,2.78
G-26,2,1817,Vera Kuznetsova,ADM,Female,4.54
G-26,3,3765,Aria Cook,ADM,Male,2.68
G-26,3,1650,Siti Nurbaya,MSE,Male,2.7
G-26,3,3685,Rishabh Sharma,CCDS,Male,2.87
G-26,3,5604,Eshan,CCDS,Male,4.98
G-26,3,1260,Hafsa Khan,MAE,Female,2.93
G-26,4,47,Yuri Li,SSS,Male,2.09
G-26,4,2137,Desmond Tan,ADM,Male,2.83
G-26,4,3204,Deepa Menon,SBS,Female,0.24
G-26,4,1045,Diya Singh,SSS,Female,4.61
G-26,4,3775,Ivy Tan,EEE,Male,2.93
G-26,5,204,Elena Leonova,ADM,Female,4.98
G-26,5,15,Eric Long,ADM,Male,4.93
G-26,5,1224,Nora Diaz,ADM,Male,2.43
G-26,5,3625,Vera Tan,MAE,Male,2.83
G-26,5,3730,Kazuko Nishida,SoH,Female,0.19
G-26,6,3477,Jasmine Yeo,LKCMedicine,Male,0.47
G-26,6,3590,Kelsey Lim,CEE,Male,2.67
G-26,6,3557,Naomi Chen,LKCMedicine,Male,0.42
G-26,6,2691,Ruby Lee,CoE,Male,2.88
G-26,6,2155,Victor Black,ADM,Male,1.79
G-26,7,233,Ferdinand Villanueva,SoH,Female,4.77
G-26,7,3331,Hugo Wang,SSS,Male,4.92
G-26,7,2574,James Zhao,ADM,Female,4.65
G-26,7,372,Hira Bukhari,ADM,Female,2.97
G-26,7,4116,Yifan,SoH,Female,0.1
G-26,8,3366,Mohit Desai,WKW SCI,Male,4.99
G-26,8,5058,Ryan Bennett,SPMS,Male,0.5
G-26,8,5880,Kira Yang,ADM,Male,3.23
G-26,8,1540,Layla Evans,CoE,Male,2.29
G-26,8,301,Anita Khanna,CoB (NBS),Male,4.93
G-26,9,5009,Jianjun,CCEB,Male,2.77
G-26,9,2409,Quentin Chiu,ADM,Female,2.93
G-26,9,3835,Jacob Wang,CCDS,Female,2.72
G-26,9,4490,Sophie Chua,SPMS,Female,0.18
G-26,9,5521,Kendra Alvarado,SPMS,Male,2.48
G-26,10,279,Felix Liu,CoB (NBS),Male,2.81
G-26,10,574,Daphne Lim,CoB (NBS),Male,2.07
G-26,10,1053,Milo Zhao,MSE,Female,2.39
G-26,10,4127,Fatin Binti Ahmad,SSS,Male,2.4
G-26,10,5372,Riya Gupta,MAE,Male,0.27
G-27,1,5347,Nadia Ali,LKCMedicine,Male,2.37
G-27,1,5456,Nora Wu,CEE,Male,2.98
G-27,1,3727,Zaira Binti Karim,ADM,Male,0.36
G-27,1,4239,Mohammed Sadiq,SPMS,Male,2.88
G-27,1,1767,Mei Xing,CoE,Male,2.31
G-27,2,872,Aria Wilson,CoE,Male,0.25
